track,duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,labels,track_genre
Miss You - Remastered,1.243370942,1.653398714,0.541301616,0.794393018,-0.42134517,0.067228437,-0.688187084,1.312886156,1.825533972,-0.318794218,1,british
Misty Mornings,0.237389158,-0.011430199,-1.354692576,-1.636053909,-0.34646363,1.364902933,1.568136509,1.439108492,-1.211271273,-0.413757593,3,other
Momentum,-0.512855396,0.683773083,-0.844913476,-0.721861278,-0.615569167,1.147819839,1.555677516,-0.454226543,-0.979563112,-0.056686705,3,other
Montana,-1.233335568,-0.541980072,-1.410501236,-0.739114748,-0.3207231,1.200884596,1.456005574,-0.46907623,-1.170801697,-0.095266696,3,other
Monumental,-0.252181401,-0.200476706,-0.937927909,0.545967173,-0.119478959,1.208120699,1.655349458,0.072937329,-1.270388595,-0.666945498,3,other
Morning Shimmer,0.128428834,-0.456604231,-1.09995305,-0.612790387,-0.493886663,0.397677147,1.520792336,-0.394827797,-1.328315635,0.232824422,3,other
Moulain (Revisited 432hz),-1.083874596,-0.609061091,-0.619878559,-1.961336123,-0.667050227,1.343194624,1.510825142,-0.476501073,0.202783325,0.529929754,3,classical rock
Movies,2.282903559,-2.644055261,-0.502860402,0.289698841,-0.550047819,0.556871416,0.259942267,-0.454226543,-1.144615501,-1.57112149,0,other
Mr. Blue Sky,1.478338609,-0.82859897,-0.574871575,0.153963496,-0.571108252,0.571343622,-0.741751483,0.600101202,0.36545515,2.120485691,1,neo-classical
Mr. Jones,0.981786281,0.330073168,0.862351432,0.57769908,-0.489206567,-0.559900502,-0.741753128,0.874820403,1.353388918,0.825064891,1,rock
Mudshovel,1.138356835,-1.194495434,0.889355622,0.753491434,-0.491546615,-1.000762498,-0.739408495,-0.633907751,-0.174139197,-0.429232575,2,grunge
"Murder Song (5, 4, 3, 2, 1) - Acoustic",0.125009844,-0.767616225,-1.322887641,-0.283888564,-0.557067963,1.174352217,-0.741756367,-0.593071112,-0.114625115,-1.568685613,0,accoustic
My Favourite Game,0.152920942,0.427645558,0.709327688,0.450288836,-0.5734483,-1.000926517,-0.733164047,-0.602723409,0.270232618,0.891729109,2,other
My Hero,0.768978141,-0.974957555,1.186401713,0.857374218,0.203447687,-1.001157831,-0.741135311,-0.793541881,-0.332843417,1.26782133,2,other
My Own Worst Enemy,-0.66806794,-0.182181882,1.24941149,1.034373108,0.151966627,-0.99819127,-0.741760752,1.713827693,1.412903,-0.543790431,2,other
My Sharona,1.35095728,0.378859363,0.511296961,0.213807702,-0.489206567,-0.859233969,-0.738646004,-1.005149914,2.031849457,1.026526235,1,pop
My Way - Marcus Santoro Remix,-0.474415727,0.238599052,1.057381694,0.793307135,0.056024653,-0.971875975,-0.741755545,-0.765327476,-0.352681444,0.231212445,2,dance
Mykki,0.631579492,0.860623041,0.091231781,0.486122967,0.222168072,-0.190859242,-0.528213616,1.18666382,0.115496004,-0.736976957,0,pop
Nazareth,-1.033947761,-0.889581714,-1.53472051,-2.373368304,-0.046937466,1.398671415,1.453513775,-0.46907623,-0.892275791,-1.148281927,3,metal
Need You - Ed. & Gustav Munk Remix,-0.159149734,0.805738572,0.580307669,0.43882674,-0.482186422,-0.992812433,-0.741760752,1.320310999,0.107560793,0.22985122,1,pop
Never Be Lonely (feat. Envy Monroe),-0.301021828,0.384957637,0.961366796,0.895983383,0.191747446,-0.502011677,-0.741760752,3.510639765,0.56780303,0.334056598,2,pop
Never Letting Go,-0.612261721,0.061749094,0.706327223,0.986835574,-0.547707771,-0.780601648,-0.739094528,0.429329806,-1.062882828,0.336349188,1,rock
Never My Love,-0.068019281,1.464352208,-0.853914873,-0.58769443,-0.442405604,0.605112104,1.219284711,-0.523277586,-0.114625115,-0.595373705,0,rock
Night,-0.285987859,-0.584667993,-1.585158337,-2.594888387,0.423412213,1.398671415,1.637906868,-0.563371739,-1.011303956,-1.824882543,3,other
Night Moves,1.814629791,1.104554018,0.64031698,0.566960906,-0.355823822,0.040696058,-0.708619832,-0.476501073,-0.043208216,-0.001306329,1,rock
Night Surrender,-0.274612529,-1.90799354,-1.559714389,-1.744280224,-0.411984978,1.393847346,1.478431761,-0.50174554,-1.011303956,2.034979249,3,classical rock
Night on Earth,2.075783084,-1.560391898,-0.106798946,0.496016566,-0.587488589,-0.843073339,-0.741695717,-0.328004208,-0.987498323,-0.591898998,0,rock
No More 54,-0.232753871,0.104437015,1.312421267,0.681461211,-0.100758573,-1.000116073,0.942695071,-0.476501073,-0.995433534,0.266425194,2,dance
No One Knows,1.083397375,-0.090707766,0.160242489,0.77557105,0.100485568,-0.921946863,-0.741451769,1.424258805,1.13120301,1.873387478,2,blues
No Time To Die,0.502041324,-0.877385165,-0.931926978,-0.234420572,-0.500906808,1.210532733,-0.715846048,-0.627225392,-1.321967466,-1.613820978,0,pop
No Woman,0.433469812,0.348367991,-0.38884271,0.312623033,-0.657690034,1.152643908,0.693515216,-0.045860163,0.190880508,-0.224153238,0,rock
Nobody,0.025859145,2.153457216,-1.054946066,-0.320567271,1.04820507,0.870435885,-0.69366904,-0.4468017,0.226588958,-1.56152127,0,other
North,-1.347807815,-0.011430199,-1.542521721,-2.01394111,-0.306682811,1.39625938,1.568136509,-0.536642304,-1.054947617,-0.960898519,3,other
North Captiva,-0.261160243,-0.273655999,-0.550867851,-0.794615423,-0.622589312,1.212944767,1.573120106,-0.417102327,-0.614543407,0.909030999,3,other
Not Alone,0.07358121,0.952097157,0.574306737,0.617756089,-0.507926952,-0.988326049,-0.741222524,-0.737113072,-0.467742004,0.122206956,1,grunge
Nowhere Kids,0.600265381,-0.078511217,1.153396592,0.726344365,-0.26924204,-1.001047118,-0.739343708,0.206584508,0.032176289,-0.701298526,2,metal
Oceans,0.085387908,-0.731026579,-0.148805464,0.292473875,-0.629609456,-0.340405374,-0.741739248,-0.261180618,-0.733571572,0.378762103,0,folk
October Rain,-0.539440437,-2.054352125,-1.547022419,-2.169342999,-0.360503918,1.391435312,1.558169314,-0.554461927,-0.955757479,-1.775914254,3,pop
Old Rain on a New Day,0.234193841,-1.450622959,-1.168963758,-0.623287254,-0.528987385,1.34078259,1.480923559,-0.246330932,-0.916081424,0.021583749,3,other
Older Than I Am,-0.468248765,-0.5114887,-0.670886473,0.287527076,-0.489206567,1.147819839,-0.741760752,-0.476501073,-0.729603966,-0.04658498,0,pop
On Another Ocean (January / June),0.839275124,-1.462819508,-0.019785445,0.581318689,-0.671730323,-0.627437465,-0.509026767,-0.548522053,-1.250550567,-0.644485281,0,rock
On My Way (feat. Jordan Kaahn),0.114369437,0.836229944,1.201404041,0.859304676,0.105165664,-0.955956548,-0.738122727,-0.558916833,-0.070981454,0.124069686,1,electro
One More Night,-0.47721163,0.586200693,1.102388678,0.933265358,0.673797365,-0.991606416,-0.741547455,-0.439376857,-0.801020865,0.265959512,2,other
One Night - D.O.D Remix,0.665561693,0.958195432,1.318422198,1.19882402,0.304069757,-0.983646702,-0.24589284,0.384780747,-0.495515242,0.266353551,2,pop
One Step Closer,-0.854882173,-0.194378431,1.318422198,0.833846758,-0.189680403,-0.997925946,-0.741757463,-0.656924765,0.607479085,-0.840107684,2,other
Only,0.92046814,-0.920073086,-1.054946066,-0.505529301,-0.629609456,1.184000355,0.648662842,-0.431952013,-1.156915078,-0.357624961,0,folk
Only You,-0.987807378,0.128830112,-0.823910217,-0.42396744,-0.610889071,-0.128146348,-0.741716648,-0.616830611,1.769987495,-0.734361972,0,accoustic
Open Fields,-0.441919349,-0.200476706,-0.99793722,-0.956894569,-0.641309697,1.338370555,1.540726725,0.34765653,-0.670089884,0.484221241,3,other
Open Skies,-0.894344343,0.220304228,0.088231315,0.425072225,-0.697470853,-0.998794278,1.281579675,-0.328004208,-1.182307753,0.517822013,3,other
Orbits,-0.096090145,-0.523685249,-0.376840848,-0.312966091,-0.426025267,1.060986602,1.453513775,-0.42452717,0.059949527,-0.08763667,3,neo-classical
Our Lady of Sorrows,-1.36145182,-1.542097075,1.204404507,0.545363905,0.498293754,-0.99891488,-0.741760752,0.110061546,-0.011467372,0.853220762,2,other
Out Of Control,-0.778625923,-0.493193877,1.330424061,0.837828328,1.773619997,-0.997419419,-0.741760752,1.379709745,0.290070646,1.407203636,2,dance
Out Of Control - Pat Vocal Mix,-0.276290071,2.074179648,0.637316514,0.628976877,-0.332423341,-0.980197493,0.240007878,1.802925812,1.206587515,0.194172788,2,electro
Out of Control,0.821381347,-1.194495434,0.808343052,0.644058582,-0.645989793,-0.991413453,-0.741745079,-0.728945744,0.464645287,1.837923976,0,metal
Out of the Deep,-0.281738087,-1.975074558,-1.525419067,-2.528287578,-0.170960018,1.391435312,1.508333343,-0.55149199,-1.276736764,-1.566715419,3,other
Outside,0.434220711,0.689871358,0.250256456,0.47031734,-0.702150949,-0.778189614,0.317253634,-0.08298438,0.845535415,0.301530478,0,other
Over My Head (Better Off Dead),-0.983126238,-0.5114887,1.16839892,0.828658652,0.381291346,-0.995948078,-0.729227006,-0.57896391,1.539866376,2.354759728,2,rock
Pain,1.9158894,-0.005331925,0.910358881,0.839276172,-0.390924544,-0.991968221,-0.740916033,-0.616830611,0.385293178,-0.093618897,0,club
Panoramic Feelings (Piano Version),0.310625833,-1.670160838,-1.563644999,-1.570659636,-0.465806085,1.389023277,1.490890753,-0.607920799,-1.27395944,-1.434175061,3,other
Papercut,-0.4149988,0.00076635,1.228408231,0.885124555,1.305610367,-1.000772146,-0.741760752,3.384417429,1.095494561,1.131806265,2,other
Paperthin Hymn,-0.21347013,-1.377443666,0.202249007,-0.093738427,-0.53600753,-0.998625436,-0.741760752,-0.633165266,0.599543874,2.215413244,2,pop
Parabel,-1.243640467,-1.035940299,-1.524818974,-2.553262881,-0.430705363,1.352842762,1.508333343,-0.530702429,-0.939887057,-0.235723653,3,other
Paradise,1.08445183,-0.456604231,0.16624342,0.551155279,-0.711511141,-0.875394599,-0.741549199,-0.622770486,-0.721668755,0.753636385,1,accoustic
Paralyzer,-0.043702916,0.744755827,1.225407766,0.950398175,-0.290302474,-0.617789327,-0.741760752,0.503578239,1.996141008,-0.449901707,2,grunge
Pass The Hours,0.201282071,1.549728049,0.328268561,0.644903158,-0.655349986,-0.56954864,-0.739433413,1.149539604,0.627317113,0.04973962,0,r&b
Path to Serenity,0.054888603,-2.377560669,-1.408700957,-1.029890021,-0.514947097,1.316662246,1.423612192,-0.431952013,-1.373149577,-1.602429672,3,other
People Are Strange - Festival Mix,-0.245615023,0.683773083,1.147395661,0.682788401,0.790799773,-0.995948078,-0.674731371,3.198796347,-1.22357085,0.335811863,2,other
People Help the People,0.725250222,-0.712731756,-0.664885542,0.281011779,-0.645989793,0.875259954,-0.741724372,-0.558174349,-0.92004903,-1.623958525,0,pop
Petrichor,-1.478160789,-1.249379904,-1.222972138,-0.64669406,-0.465806085,1.258773421,1.51331694,-0.001311104,-0.678025095,-1.731101284,3,other
"Piano Sonata No. 14 In C Sharp Minor, Op. 27-2 1st Mvt: Adagio Sostenuto",2.577527802,-1.523802252,-1.579067392,-3.63407819,-0.34646363,1.398671415,1.523284135,0.058087643,-0.852599736,-1.820583936,3,other
Pierre,-0.460787699,-1.023743751,-1.439305705,-1.643172474,-0.386244448,1.384199209,1.608005286,-0.238906088,-0.92004903,-1.844047162,3,other
Pink Rupture,2.205816526,1.293600524,-0.520863195,0.320224212,-0.390924544,-0.997009373,1.012465431,-0.554461927,0.555900214,-0.021008274,1,other
Placidity,-0.728107954,-1.603079819,-0.838912545,-0.868214143,-0.545367723,0.142001502,1.483415358,-0.586388754,-1.198971696,1.234292201,3,other
Planet,-0.949671264,0.15322321,-1.407800817,-1.415137094,-0.56174806,1.381787174,1.423612192,-0.417102327,-1.07875325,-0.165083225,3,other
Play The Ghost,1.445075354,-2.475133059,-1.418902539,-0.958463066,-0.339443485,1.196060527,1.448530178,-0.454226543,-1.371959296,-1.249012599,0,other
Poem,-0.345756271,-0.974957555,1.147395661,1.00891519,1.165207478,-1.001051942,-0.735531256,-0.602723409,1.115332588,-0.473579863,2,metal
Points of Authority,-0.16937475,-0.072412943,1.321422664,0.898155148,3.622258039,-0.928941763,-0.741760752,-0.503230509,0.167074875,-0.846698881,2,other
Polyamorous,-0.54153337,0.122731838,1.096387746,0.61811805,-0.11713891,-1.000984405,-0.475138307,-0.149807969,1.944562137,-0.732929103,2,metal
Pour Les Oiseaux,-2.141956031,-0.901778262,-1.325288014,-1.023736685,-0.348803678,1.326310383,1.610497084,-0.506200446,-0.305070178,-1.725011592,3,pop
Prayer Of The Refugee,-0.183018755,-1.987271107,1.342425923,0.944848107,2.709639259,-0.998143029,-0.741645631,0.466454023,-0.134463142,2.765670659,2,other
Prelude,0.202240666,-1.328657471,-1.33518955,-1.963869849,-0.086718284,1.401083449,1.503349746,-0.566341677,-1.058915222,1.652940623,3,other
Prelude 6 - Pt. 1,-0.792046256,-2.377560669,-1.466909989,-2.438038655,-0.341783533,1.391435312,1.236727301,-0.372553267,-1.356485634,3.559300828,3,other
Prelude in F,-1.627078558,-0.383424938,-0.772902303,-1.566678066,-0.489206567,1.333546487,1.615480681,-0.40225264,0.587641058,0.148392632,3,other
Presence,-1.36346487,0.561807595,-0.712892991,-0.664430145,-0.348803678,1.328722418,1.568136509,-0.532187398,-1.275943243,0.301602122,3,other
Pressure,-1.202340989,1.122848841,1.000372848,0.88427998,0.079425134,-0.97995629,0.170237519,0.874820403,0.20675093,0.336456653,2,other
Promise,-0.548563068,0.586200693,0.961366796,0.872817884,-0.5734483,-0.982223602,-0.741760752,-0.670289483,1.309745258,-0.379941891,2,british
Pumped Up Kicks,0.459463719,1.275305701,0.541301616,0.661312053,-0.655349986,-0.651557809,-0.455203919,-0.531444913,2.301646631,0.336241723,1,other
Quick Canal (W/ Laetita Sadier),4.913304838,-1.371345392,0.034222935,0.083139809,-0.138199344,-0.593668984,1.239219099,-0.261180618,-0.769280021,0.864576247,0,pop
Quiet Room,-0.869580633,-0.913974811,-1.384997279,-1.268301614,-0.128839151,1.398671415,1.585579099,-0.357703581,-0.570899746,-1.883451052,3,other
"Quiet, The Winter Harbor",0.711222779,-1.237183355,-1.351392064,-0.773018421,-0.568768204,1.345606658,-0.482613703,-0.581933848,-1.106526488,0.956602241,0,pop
Raven's Feather - Piano Solo,0.725617684,0.427645558,-1.401799886,-0.974751307,-0.234141318,1.381787174,1.570628307,-0.431952013,-1.234283385,0.193814571,3,pop
Rayons de soleil,0.548932607,-1.273773001,-1.282981449,-1.339849223,-0.348803678,1.37937514,1.63541507,-0.46907623,-0.856567342,-1.966951477,3,neo-classical
Reality,0.046468942,0.7752472,0.919360278,0.624512693,0.037304268,-0.999049954,1.580595501,-0.409677484,-1.233093103,0.336635762,1,club
Rebuscano,-0.599480451,-0.657847286,-1.492413946,-2.149435148,-0.283282329,1.386611243,1.573120106,-0.49135076,-1.283481693,0.062062291,3,neo-classical
Recording 15,0.497807528,0.171518033,-1.210970276,-0.806439479,-0.622589312,1.304602074,-0.703636235,-0.431952013,0.214686141,-0.936647215,0,pop
Reinventing Your Exit,0.826493855,-0.450505956,1.345426389,0.860511213,0.151966627,-1.001003702,-0.741742961,1.439108492,-0.463774398,1.304825165,2,metal
Remains,0.284072746,-2.237300358,-1.362493787,-1.473774763,-0.145219488,1.389023277,1.493382552,0.124911232,-1.054947617,-1.696461682,3,other
Renee's Song,-1.282862988,0.421547284,-0.901922322,0.29464564,-0.620249263,0.913852504,-0.741760752,-0.001311104,0.139301637,-0.027420361,0,pop
Renegades Of Funk,1.011614569,0.7752472,1.135393799,0.882108214,0.011563738,-0.996864651,-0.740318001,1.609879887,1.523995954,0.188512957,2,rock
Rescue Me,-0.374801707,-0.182181882,0.628315118,0.810801913,-0.339443485,-0.834872422,-0.740843771,-0.748250337,-0.594705379,0.337388018,2,other
Retrospectacular,-0.173209131,-0.950564458,-0.709892526,-0.609170778,-0.528987385,0.952445054,1.4111532,-0.42452717,-0.745474388,0.04973962,3,other
Revitalize,-0.196455065,0.445940382,-0.607876696,-0.532435063,-0.538347578,1.290129868,1.650365861,-0.52402007,-1.368785211,-0.308011881,3,neo-classical
Ring The Alarm - Stadiumx Remix,-0.599256779,0.616692065,1.393433838,1.163231196,-0.166279922,-1.000530943,-0.626888839,4.453594861,-0.138430748,0.230818406,2,pop
Rise (ft. Matluck) - Thomas Gold Remix,0.241175609,-0.139493962,0.763336068,0.849169771,-0.362843967,-0.98417735,-0.74112036,-0.090409223,-0.670089884,0.338999995,2,dance
River,1.056349013,-1.34085402,-0.637881352,0.0977389,-0.671730323,0.759482304,-0.728828318,-0.365128424,-1.290623383,1.04748194,0,other
Riverside,0.282858525,0.756952376,-1.057946532,-0.258671953,-0.610889071,1.374551071,-0.740881148,-0.246330932,-0.590737774,-0.698074571,0,deep-house
"Rocket Man (I Think It's Going To Be A Long, Long Time)",1.130688073,0.470333479,0.007218745,0.26677465,-0.669390275,0.040696058,-0.741745179,-0.554461927,-0.174139197,0.644165214,1,other
Romance,3.077531072,1.171635036,0.343270889,-0.134398704,0.341510528,1.130935599,0.795678956,-0.216631559,0.313876279,0.088283789,0,other
Roses,2.535988675,1.38507464,0.535300685,0.685925395,-0.063317803,-0.88528394,-0.741715153,-0.4468017,0.492418526,-0.344550033,1,edm
Rusted From the Rain,0.699320221,-0.56637317,0.98537052,0.940745883,-0.622589312,-1.000142605,-0.74174169,1.61730473,0.916952314,2.020005771,2,other
Rylan,0.207880402,0.519119674,0.778338396,0.695577687,-0.243501511,-0.029252939,-0.53967589,-0.91011192,1.317680469,0.91196838,0,rock
Sad Corny Fuck,0.154630437,0.488628302,-1.0519456,-0.488999752,-0.545367723,1.012745914,-0.741760752,-0.03843532,0.024241078,0.22902732,0,other
Sadness,3.881712584,-1.060333397,-1.377196068,-1.561369306,-0.306682811,1.389023277,1.578103703,-0.498775603,-1.179133669,-0.576065799,3,other
Sahara Love - Seven Lions Remix,1.790185613,-1.517703978,0.388277872,0.687614546,-0.426025267,-0.900479757,-0.741657343,-0.654697312,-0.935919452,0.942810879,2,dance
Same Direction,-0.248410926,-0.749321402,1.375431044,0.967892952,0.804840062,-0.989435585,-0.741760752,1.728677379,0.512256553,1.806687438,2,grunge
Samson,-0.343599432,-0.20657498,-1.009939083,0.215496852,-0.353483774,1.077870842,-0.741736482,-0.40225264,-0.79705326,-1.054393203,0,other
Saving Daylight,-0.064248807,0.012962899,-0.433849693,-0.292575626,-0.645989793,0.098584884,1.555677516,-0.547037084,-0.685960306,0.050850093,3,neo-classical
Savior,0.502280972,-1.127414416,1.204404507,0.953776477,0.112185809,-0.997684742,-0.741406917,1.914298461,0.325779095,-0.216379925,2,other
Say Days Ago,-0.207303168,-0.987154104,1.348426854,0.85278938,3.458454668,-1.000772146,-0.741760752,2.166743132,-0.753409599,-1.044470587,2,pop
Schloss,0.179761608,-0.523685249,-1.369994951,-1.280608285,-0.376884256,1.333546487,1.139547157,-0.547037084,-1.262056623,-1.383272399,3,other
Secrets,0.077846959,1.336288445,0.655319308,0.785223341,-0.124159055,0.836667404,-0.741605015,-0.544067147,0.361487545,0.268574497,2,other
Send It,-0.450067409,0.744755827,1.348426854,0.726103058,1.024804588,-0.95330331,1.191874927,1.580180514,-1.16604057,0.196214626,1,dance
Send Me on My Way,0.838636061,-0.145592236,0.454288115,0.214049009,0.233868313,-0.726330875,-0.741660831,-0.209206715,1.428773422,0.031219792,1,other
Seven Nation Army,0.33676353,1.348484994,-0.190811982,0.447634456,0.683157558,-0.985238645,0.130368742,0.77829744,-0.324908206,0.189874182,1,rock
She Kind of Looks Like You,-0.105452425,2.293717527,-0.823910217,-0.160942505,3.832862372,0.523102935,-0.741663323,-0.533672366,0.389260783,-0.845767516,0,pop
She Remembers (Piano Solo),-1.410803498,0.580102418,-1.528119486,-1.838993332,-0.475166278,1.401083449,1.610497084,-0.638362656,-0.190009619,0.618695972,3,other
Shifts Of Light,0.811156331,-0.420014584,-0.940928374,-1.058967548,-0.489206567,1.244301214,1.553185717,-0.61831558,-0.816891287,1.911000282,3,other
Shimmer,0.049632306,-1.59088327,0.763336068,0.581077382,-0.075018044,-0.996671688,-0.741760752,-0.127533439,0.000435445,-0.140330417,2,grunge
Shine,-0.762361757,-0.584667993,1.030377504,0.944848107,-0.014176792,-0.938831104,-0.741694969,3.718535377,-0.396325105,0.33534618,1,edm
Should Have Known Better,1.547421371,0.287385247,-1.072948859,-1.130515157,-0.594508734,1.360078865,-0.05651615,-0.320579364,-0.348713839,-0.98926932,0,other
Should I Stay or Should I Go - Remastered,-0.361093795,1.330190171,0.943364002,0.589885098,1.258809404,-0.799174313,-0.741760752,1.862324558,1.845371999,-0.186898651,1,rock
Silhouette,0.362741461,-0.480997328,-0.181810586,0.645385772,-0.657690034,-0.584020846,-0.74020587,-0.500260572,0.595576269,2.130085911,0,folk
Silver Lining,0.239609904,-1.261576452,-1.270979587,-1.115312798,-0.631949504,1.376963105,1.498366149,-0.417102327,-1.098591277,-1.430306315,3,other
Simple Song,0.28180407,0.653281711,-0.382841779,0.024743447,-0.669390275,0.484510385,-0.713354249,-0.57896391,0.845535415,-1.453948649,0,folk
Sinking Man - The Walking Dead Soundtrack,-0.707466204,0.976490255,-1.395198862,-0.811024318,-0.11713891,1.181588321,-0.741714405,-0.655439796,-0.201912435,-0.809515937,0,rock
Sintra,-0.142038809,-0.785911049,-1.147960499,-0.946397702,-0.145219488,1.372139037,1.523284135,-0.703701277,-0.864502553,1.633023748,3,other
Siren Song - Radio Edit,-0.056564068,1.13504539,0.526299288,0.472127145,-0.531327434,-0.979811568,-0.343072984,0.072937329,-0.178106803,0.050062016,1,dance
Skinny Love,0.442400724,0.41544901,-0.820909752,-0.325876031,-0.287962426,1.029630155,-0.741754822,-0.587873722,-1.118429304,-1.512660446,0,folk
Sleep,0.288082869,0.159321484,0.199248541,0.285717271,-0.554727915,1.032042189,0.40945018,-0.127533439,-0.705798333,0.880982594,0,club
Slow It Down,1.509860415,-0.615159365,-1.391898349,-0.37293095,-0.435385459,1.237065111,-0.741757264,-0.55668938,-1.110494093,-0.719997463,0,other
Smile,-0.222848387,0.659379986,0.328268561,0.650573879,-0.732571575,-0.997853585,-0.741760752,0.399630433,1.381162156,-0.826853649,1,blues
Smooth Criminal,-0.025170075,0.787443748,1.309420802,0.855926374,0.060704749,-0.994380255,-0.735282076,-0.179507342,1.940594531,0.298485632,2,grunge
Snowfall,-0.737134726,-0.529783524,-1.364894159,-1.07127422,0.177707157,1.372139037,1.535743127,-0.431952013,-0.832761709,-0.054107541,3,other
Solitude,0.239450138,-1.109119592,-1.495714458,-1.890512436,-0.507926952,1.398671415,1.550693919,-0.268605461,-1.275546482,-0.751054893,3,blues
Some Kind Of Love,1.074450487,-1.694553935,-0.142804533,0.166632128,-0.498566759,0.718477719,-0.178614279,-0.483925916,-1.219206484,0.833733747,0,rock
Somebody - Josef Bamba Remix Radio Edit,0.264613262,0.891114413,1.051380763,0.592539478,-0.309022859,-0.997395298,-0.741760752,0.696624164,-0.289199756,0.086528525,1,pop
Somebody That I Used To Know,0.543884005,2.080277923,-0.025786376,0.530644161,-0.470486182,0.320492047,-0.741474196,-0.506942931,1.440676239,0.375072466,1,accoustic
Someday,1.233369599,0.293483521,0.124236902,0.152394999,-0.564088108,-0.362113683,1.543218523,-0.431952013,-1.070818039,-0.773837506,3,accoustic
Someone Like You,1.188635155,0.183714582,-0.62587949,0.371502009,-0.683430564,1.152643908,-0.741760752,-0.50174554,-0.384422288,0.589572915,0,accoustic
Someone New,-0.44781471,0.799640297,0.793340724,0.728757438,0.451492791,-0.994139052,-0.741727362,-0.498775603,0.016305867,0.335596932,1,other
Somewhere Only We Know,-0.2730628,-0.316343919,-0.673886939,-0.01627879,-0.648329841,1.024806086,-0.741760752,-0.186932185,0.789988938,1.69478039,0,other
Son of a Lady,0.229928092,-1.535998801,-0.577872041,-0.288835363,-0.547707771,1.157467977,1.034891618,-0.674001904,-1.378704225,-0.893696975,0,pop
"Song to the Siren - Recorded at Strongroom Studios, London",0.005073605,-0.932269634,-1.138959102,0.02582933,-0.650669889,1.321486315,-0.741760752,-0.320579364,-1.215635639,-1.784439823,0,other
South Beach,-0.142038809,-0.139493962,1.072384022,0.891519198,-0.34646363,-0.928218152,-0.741694969,-0.394827797,-0.193977224,0.159891404,2,other
Spirit In The Sky,0.51207462,0.080043917,0.229253197,0.516648338,-0.526647337,-0.774812766,-0.727831599,-0.42452717,0.782053727,0.36328712,1,rock
Start Me Up - Remastered,0.035540957,0.653281711,1.207404972,0.867267817,-0.510267,-0.896138095,-0.40038435,-0.559659318,2.325452264,0.137574473,1,rock
Stay,-0.538242193,0.574004144,-0.478856677,0.100151973,-0.067997899,1.128523564,-0.741760752,-0.328004208,0.190880508,-0.155053144,0,metal
Stay Here,-0.554586242,-0.560274896,0.928361675,0.896345344,-0.344123581,-0.965363482,-0.741760752,1.446533335,-0.459806793,0.193384711,2,other
Stay Home,-0.556647221,-1.767733228,-1.066947928,-1.257442786,-0.458785941,1.391435312,1.605513487,-0.142383126,-0.090819482,-1.873026932,3,rock
Stay Still,1.160931753,-0.865188616,-1.497514737,-1.802676586,0.004543593,1.37937514,1.209317517,-0.557431865,-1.195797612,-1.654621915,3,pop
"Steady, As She Goes",0.070689448,0.061749094,0.226252732,0.840241401,1.305610367,-0.980438697,-0.721178496,-0.661379671,0.694766406,0.15813614,1,blues
Still Alive,-1.100634036,0.769148925,1.147395661,0.850858921,-0.051617562,-0.27769248,0.922760683,1.030742111,1.365291734,0.268108815,2,dance
Still Waiting to Start,-0.442047162,0.555709321,-0.592874369,0.141053557,-0.648329841,0.539987175,-0.741760752,-0.127533439,0.516224159,0.261696727,0,pop
Stormy Weather,-0.969338443,-0.487095603,-0.44285109,0.242040653,-0.40964493,-0.993873728,1.291546869,-0.561886771,-0.745474388,0.179163488,3,blues
Story Of A Violin,-0.897076339,0.147124936,1.003373314,0.542347564,0.722938377,-0.971152364,-0.026614567,4.832261868,-0.888308186,0.344158323,1,electro
Strange Dreams,-1.22897396,-1.316460922,-1.520318276,-1.883514525,-0.388584496,1.381787174,1.299022265,-0.547037084,-0.939887057,0.971790649,3,rock
Streets,-0.407138319,-0.901778262,0.724330016,0.667224081,-0.351143726,-0.999194676,-0.741738376,0.793147127,0.135334031,1.775522543,1,dance
Stricken,0.547478737,-0.731026579,1.318422198,1.012534799,3.224449853,-1.00109753,-0.713354249,0.748598067,-0.376487077,1.980566059,2,metal
Stuck In The Middle With You,-0.111012277,1.653398714,0.103233643,0.102323738,-0.42134517,-0.776018783,-0.740437607,-0.77275232,2.285776209,0.199796798,1,folk
Stupify,1.009058316,0.445940382,1.228408231,1.00493362,-0.29498257,-0.998697797,-0.741517304,0.251133568,0.147236848,-0.737514283,2,rock
Such Great Heights,0.646070256,0.525217949,-0.763900906,0.082777848,-0.683430564,0.947620986,1.533251329,1.750951909,0.663025562,-0.877648845,0,rock
Suds & Soda,1.651317117,-2.286086553,0.781338862,0.410231828,-0.121819007,-1.00109753,-0.741142786,-0.570796583,0.020273472,1.852001912,1,rock
Suhpratti,-0.38822204,0.244697326,-1.43450496,-0.457026538,-0.547707771,1.348018693,1.164465143,-0.394827797,-0.678025095,-0.882198204,3,other
Summer Boredom,-0.971543212,-0.169985334,-1.504715855,-1.632916914,-0.468146133,1.39625938,1.627939674,-0.637620172,-0.904178608,-1.664437066,3,pop
Summer-Blink,-0.338518878,-0.200476706,0.208249938,0.553689006,-0.697470853,-0.596081018,-0.741760752,-0.008735947,-0.777215232,-1.38058577,0,pop
Sun In Our Eyes - Don Diablo Remix,-0.070128191,1.067964371,0.994371917,0.994195446,2.709639259,-0.859233969,-0.741754174,-0.651727374,-0.27729694,0.26341617,1,dance
