track,duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,labels,track_genre
Everyday People,-1.139696791,1.763167653,0.26825925,0.377293384,-0.650669889,-0.410354371,-0.704134594,-0.40225264,1.543833982,-0.143590194,1,rock
Expedition,-0.956908658,0.702067907,1.333424526,0.86871566,-0.004816599,-0.994356135,0.743351187,1.350010372,-0.126527931,0.408780703,1,other
Faces,-0.082046725,-0.950564458,1.312421267,0.949070985,-0.014176792,-1.00121982,-0.741675035,1.112415387,0.60351148,2.736547602,2,other
Falling,0.46797924,0.262992149,-0.78790463,0.582525226,-0.638969649,1.022394051,-0.741757114,-0.580448879,-1.292210425,-0.307259625,0,club
Falling Ashes,4.312345513,-1.170102336,-0.823910217,-0.285698369,-0.615569167,1.299778005,1.132071761,-0.659152218,-0.995433534,2.478774517,0,metal
Falling Asleep,-0.134865322,0.080043917,-0.985935358,-0.195208139,-0.566428156,1.167116114,-0.737699121,-0.669546998,-0.749441994,0.555184065,0,other
Falling Away from Me,0.959850427,-0.340737017,0.718329085,0.518096182,-0.379224304,-1.000965109,-0.738670922,0.770872597,-0.852599736,-0.518930158,2,metal
Fantasy - R3HAB Remix,-0.359400277,1.074062645,0.664320705,0.902136719,-0.014176792,-0.728742909,-0.738546332,0.548127299,-0.551061719,0.194817579,2,dance
Fascination,-0.466123879,-0.200476706,0.90435795,0.725017175,-0.521967241,-1.000615364,-0.741564399,-0.676229357,1.758084678,2.70022438,1,jazz
Feeling This,-0.610248671,-0.688338658,1.297418939,0.648884728,0.80718011,-0.752863253,-0.741760752,2.686482162,0.940757947,1.954237096,2,rock
Feels Like Flying,-0.203932108,-0.657847286,-1.258977725,-0.295109353,-0.348803678,1.12611153,1.433579387,-0.379978111,-0.150333564,0.051423241,3,other
Feels Like We're Dying,-0.408863791,0.336171442,-0.355837589,-0.209686575,-0.568768204,0.759482304,1.251678092,-0.539612241,-1.031141984,-1.382735073,0,pop
Fields After Rain,-0.556647221,-0.304147371,-1.105953981,-1.160919874,-0.332423341,1.345606658,1.518300538,-0.40225264,-0.110657509,-1.278708804,3,classical rock
Fields Of Blossom,-0.208357622,-0.633454189,-1.183966085,-1.108556194,0.568495198,1.362490899,1.603021688,-0.518080195,-0.912113819,0.011159629,3,classical rock
Fire in Cairo,-0.028589064,0.384957637,0.550303013,0.29826525,-0.711511141,-0.087141764,0.352138813,1.223788037,1.710473412,0.410571789,0,rock
Fix You,0.465854354,-0.145592236,-1.033942807,-0.226698739,-0.631949504,0.617172275,-0.741760752,-0.627225392,-0.896243397,0.7722995,0,accoustic
Fleur février,0.687992821,-0.584667993,-1.433904867,-1.255994943,-0.056297658,1.374551071,1.612988883,-0.42452717,-1.011303956,-0.260691391,3,other
Flex,-0.883432334,0.519119674,1.147395661,0.905756328,-0.201380644,-0.96029821,-0.658285501,2.02567111,0.587641058,0.337137266,2,other
Floating Sunbeams,-0.823584039,-1.944583186,-0.982934892,-0.557651674,-0.339443485,1.362490899,1.37626802,-0.290879991,-1.185878598,-0.198146671,3,other
Flowing,-1.273740357,-1.975074558,-1.174964689,-1.096370177,-0.634289552,1.159880011,1.573120106,0.295682627,-0.979563112,-1.682097173,3,other
Fly - King Britt's Fhloston Paradigm Remix,3.795790499,0.549611046,-0.094797084,-0.361348201,-0.248181607,0.255367118,1.388727013,-0.231481245,0.131366426,0.050670985,0,pop
Flying by Candlelight (ABGT300) - Above & Beyond Club Mix,2.45882176,0.049552545,0.4032802,0.184126906,0.07240499,-1.000550239,-0.635360954,1.008467582,-1.229522258,0.371991798,2,other
Focus,-0.324571317,-1.529900526,-1.105953981,-0.771811885,-0.098418525,-0.427238611,0.456794353,-0.253755775,-1.327522114,-0.168307179,3,r&b
Follow me,-0.099333392,-0.298049096,-1.26197819,-2.233168774,-0.629609456,1.398671415,1.620464278,-0.298304835,0.079787555,-0.701405991,3,other
Found,-0.827466349,-0.041921571,-0.397844107,-0.356039441,-0.66237013,1.171940183,1.418628595,-0.42452717,-0.753409599,-0.665691738,3,other
Free,0.289648575,-0.26145945,1.177400317,0.863889515,0.158986772,-0.943896376,-0.737150925,-0.520307648,-0.551061719,0.334665568,1,deep-house
Freya,1.18285163,0.708166181,0.412281597,0.137554601,-0.451765796,-1.000793855,1.498366149,-0.685881653,-0.384422288,0.157813744,1,metal
Friday I'm In Love,0.06899593,0.012962899,0.700326291,-0.160821851,-0.540687626,-0.998263631,-0.741592556,1.424258805,0.512256553,0.631054465,1,rock
From Yesterday,0.560643445,-0.346835291,1.039378901,0.782930922,0.283009324,-0.987361235,-0.727009305,-0.90491453,-1.007336351,0.589859489,2,grunge
Frozen,-0.716413092,-1.048136848,-1.515217484,-1.917900812,-0.35816387,1.376963105,1.570628307,-0.4468017,-0.836729314,-1.424968879,3,dance
Fête sous les étoiles,-0.428834524,-1.292067824,-1.564695161,-2.298563047,-0.428365315,1.39625938,1.65285766,-0.498775603,-1.248170004,-0.111135717,3,other
Game Time (feat. Ninja),-0.866097737,0.061749094,1.282416612,0.881384292,-0.273922137,-1.001108625,1.147022553,0.733748381,0.536062186,-0.843331639,1,electro
Gasoline,-0.675513029,-0.279754273,1.237409628,1.040043829,0.533394476,-1.001190634,-0.658036321,-0.788344491,1.353388918,1.967562775,2,other
Geno - 2000 Remaster,-0.057762312,-0.26145945,0.211250404,0.314674145,0.535734524,0.65817686,-0.725987668,5.908864142,1.718408623,0.216668827,1,pop
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,0.600265381,1.64730044,0.844348639,0.285234656,-0.449425748,-0.898550129,-0.741758086,-0.49135076,1.892983265,-0.091039733,1,electro
Get Up Offa That Thing,0.628815542,2.190046862,0.4032802,0.112820605,8.278953864,-0.458595058,-0.741755021,5.74551759,1.646991725,-0.017354458,1,other
Getting Away With Murder,-0.31318001,0.122731838,1.321422664,0.910944434,-0.093738429,-1.00102541,-0.741677526,0.525852769,-0.142398353,-0.52584375,2,rock
Ghostride,-1.353559386,0.854524767,-0.532865057,0.229733982,-0.68811066,0.231246775,1.266628883,-0.431952013,0.258329802,-1.129618812,0,other
Glaciers,-0.550687954,-2.713575589,-1.108954446,-0.822124453,-0.491546615,0.766718407,1.216792912,-0.54109721,-1.364817606,-2.225942501,3,other
Go With The Flow,-0.378987573,-1.718947033,1.387432906,0.896465997,0.973323529,-0.965604685,-0.460187516,4.943634517,-0.043208216,1.46086457,2,blues
Gone My Way - KhoMha Remix,-0.672477478,0.141026661,1.096387746,0.512666768,0.259608842,-0.99819127,-0.475138307,0.897094933,-1.387036196,0.337925344,2,other
Good Times,4.546274702,2.110769295,0.382276941,0.483830548,-0.11713891,-0.641909671,-0.716344407,-0.847743237,2.015979035,-0.286303919,1,dance
Good Vibrations - Remastered,0.110311384,-0.737124853,-0.103798481,0.535952921,-0.608549023,-0.067845489,-0.741740743,-0.149807969,-0.019402583,0.513093546,1,rock
Goodbye,0.734037345,-0.243164626,-0.217816173,-0.319240081,-0.271582089,-0.022016835,0.867941115,0.963918522,-0.785150443,-1.125857531,0,other
Goshen,-0.170876549,-1.462819508,-0.802906958,0.176284419,-0.683430564,1.044102361,-0.729725365,-0.52402007,-1.102558883,-0.713871949,0,rock
"Gottes Zeit ist die allerbeste Zeit, BWV 106: 2a. Gottes Zeit, ist die allerbeste Zeit (Arr. For Piano Four Hands by György Kurtág)",-0.814413478,0.256893875,-1.56526525,-2.793604933,-0.297322618,1.398671415,1.523284135,-0.592328628,-1.280704369,-2.056935634,3,other
Goya,0.398960384,-0.968859281,-1.569345883,-1.248514417,-0.339443485,1.39625938,1.470956365,-0.357703581,-1.206113386,-1.80607614,3,other
Gracewood (Revisited),-1.146982115,-1.042038574,-1.42580361,-1.366634331,-0.3839044,1.335958521,1.538234926,-0.454226543,-0.900211002,-1.565604945,3,classical rock
Green Street,-1.241643394,-0.920073086,-1.015940014,-1.54061688,-0.631949504,1.35766683,1.610497084,-0.694048981,0.103593188,-0.784727308,3,jazz
Groove Is in the Heart,0.334622667,1.037472999,1.054381228,0.878005991,0.301729709,-0.964398668,-0.692921501,-0.609405768,2.138974806,0.10623047,1,hip hop
Groovin,0.899650647,1.958312435,0.643317446,0.216100121,-0.011836744,-0.893484857,0.112926152,-0.276030305,1.226425542,0.265493829,2,other
Guernica,-0.12251542,-0.865188616,1.132393333,0.596883009,5.564498006,-0.694974428,-0.741746674,-0.561886771,-0.15430117,2.319869375,2,pop
Halfway There (feat. Lena Leon),-0.253092066,0.403252461,1.075384487,0.866181934,0.526374332,-0.999486532,-0.72842963,4.824837024,-1.243408878,0.338032809,2,pop
Handful Of Redemption,0.46989643,-0.096806041,1.252411956,0.922527184,-0.096078477,-1.000772146,-0.663269098,-0.659152218,0.135334031,1.617083083,2,other
Happy Ending,0.121814527,0.677674809,0.835347242,0.760609999,-0.72555143,-0.766611849,-0.741760752,-0.194357029,1.353388918,0.458107209,1,other
Happy Together,-0.551966081,0.366662814,-0.487858074,0.20415541,-0.571108252,0.325316115,-0.741726366,-0.633907751,0.80585936,0.05683232,1,folk
Harvest Love,2.477754015,-1.511605703,-0.83591208,0.271721449,-0.648329841,-0.243923998,-0.741745677,-0.335429051,-0.812923681,-0.819725127,0,other
Hash Pipe,-0.388365829,0.330073168,1.057381694,0.600381965,-0.309022859,-1.001010938,0.451810756,0.867395559,0.944725552,0.251272607,2,pop
Heaven - David Guetta & MORTEN Remix,0.070242104,0.293483521,1.213405904,0.75735235,-0.29498257,-0.994259654,-0.692423141,-0.461651387,-0.71770115,0.2636311,1,dance
Heavenly,1.242220628,0.092240466,-0.292827812,0.245177648,-0.755972056,0.486922419,0.982563848,-0.42452717,-0.99940114,-0.479741198,0,other
Heavy,-0.537267621,0.067847368,0.973368658,0.580474114,-0.477506326,-0.999086134,-0.738047973,-0.739340525,0.924887525,-0.41766216,2,other
Here Comes The Sun - Remastered 2009,-0.401147099,0.202009405,0.03122247,0.102082431,-0.526647337,-0.919534828,-0.735581092,0.087787016,0.036143894,0.379084498,1,british
Highway to Hell,-0.039005799,0.30568007,1.150396127,0.788722297,1.773619997,-0.854168697,-0.737823711,-0.08298438,0.151204453,-0.102466861,1,rock
Holding On,0.805197064,-0.627355914,1.216406369,0.745286986,0.292369516,-1.000236675,-0.741232491,-0.498775603,0.278167829,1.663257278,2,other
Hollowman,1.472587037,-0.133395687,1.171399386,0.813456293,0.091125375,-1.000786619,-0.741760752,1.030742111,-0.80498847,1.479276933,2,metal
Holy Water,-0.546150604,0.384957637,0.61331279,0.817075902,-0.386244448,-0.843796949,-0.740337936,1.713827693,0.063917133,0.260048928,2,other
Home,-0.335627115,0.122731838,1.207404972,0.665293623,0.25024865,-0.980776381,-0.721552266,-0.075559536,-0.190009619,0.26384603,2,accoustic
"Honey, This Mirror Isn't Big Enough for the Two of Us",0.323598822,-0.859090342,1.24941149,0.387066329,0.507653946,-1.000511647,-0.741757937,-0.842545846,0.591608663,-0.358126465,2,rock
Hoovela,-0.056659928,-1.115217867,1.37843151,0.90515306,1.258809404,-0.998335992,1.30649766,1.728677379,-1.054947617,-0.541211267,1,dance
How Bizarre,0.211075719,1.586317696,0.436285321,0.435810399,-0.192020451,-0.371761821,-0.741757264,0.934219149,1.861242421,0.226376513,1,pop
How To Fight,0.007246421,-0.731026579,-0.841913011,-0.549085265,-0.234141318,0.691945341,-0.739490724,0.02838827,-0.40029271,0.058480119,0,club
Human Connection,1.872433083,0.464235205,1.057381694,0.354248539,-0.610889071,-0.775053969,1.53075953,-0.838833425,-0.150333564,0.050850093,1,other
Humans (Let Me Love You),-0.795529152,0.366662814,0.916359812,0.92506091,0.027944075,-0.494775574,-0.74175704,-0.305729678,-0.055111032,0.340934368,1,pop
Hunter,0.652668587,-0.517586975,-0.226817569,0.371502009,-0.683430564,-0.23909993,-0.740026461,-0.572281551,0.012338261,-0.738588935,0,rock
Hypnagogia Well,0.178275786,0.128830112,-0.829911148,-0.799079607,-0.566428156,0.858375714,1.555677516,-0.439376857,-1.31720634,-0.098168255,3,other
I Can't Help (with Sarcastic Sounds),-1.431365366,1.159438487,-0.38884271,0.369933512,0.107505712,-0.053373282,-0.739971641,-0.431952013,-0.265394123,-1.311593141,0,pop
I Don't Know (feat. Samuel T. Herring),0.722118811,-0.822500695,-0.028786842,0.388031558,-0.56174806,-0.422414543,-0.730124053,1.260912253,1.067721322,0.563852921,0,pop
I Don't Trust That Bird of Prey,-0.005454966,-0.023626748,-0.673886939,-0.367984151,-0.585148541,0.457978006,1.498366149,-0.053285006,-1.372752817,0.054468087,3,other
I Stand Alone,0.527204448,-1.90799354,1.174399851,0.82793473,0.367251057,-1.001194011,-0.741760752,-0.498775603,-0.134463142,1.9097107,2,grunge
I Took A Pill In Ibiza,1.117699108,0.683773083,-0.631880421,0.152636306,0.341510528,0.489334453,-0.741756516,-0.313154521,-0.027337794,-1.593330955,0,pop
I Was Made For Lovin' You,0.964962935,1.488745305,0.967367727,0.617152821,-0.449425748,-0.487539471,-0.741575114,-0.704443762,1.912821293,0.350534589,1,other
I Would Die 4 U,-0.508941132,1.263109152,0.661320239,0.105340079,-0.587488589,-0.79338543,-0.740793935,0.258558411,1.00820724,0.602432912,1,rock
I dine øjne,1.380497989,0.891114413,-0.337834795,-0.147549951,-0.393264593,0.836667404,-0.688436263,-0.46907623,-1.246186201,0.091042061,0,other
I'm Not Okay (I Promise),-0.389212588,-1.914091814,1.231408697,0.953535169,1.539615182,-0.986782347,-0.741760752,0.75602291,-0.515353269,2.189908181,2,other
I'm Your Man,0.923663457,-0.578569719,-0.520863195,0.448237724,-0.678750467,0.144413537,0.456794353,-0.313154521,-1.14421874,0.76395304,0,other
I've Been Fine,0.483093091,0.147124936,0.118235971,0.617152821,-0.426025267,-0.687738324,-0.738421742,-0.807649083,-0.475677215,-1.558476424,0,pop
ID8,-0.218215177,0.317876619,1.255412421,0.85411657,0.762719195,-0.953544513,-0.741454261,3.829908026,-0.76134481,0.338176096,1,electro
If You Believe,-0.437973132,0.311778345,-0.982934892,-0.870385909,-0.299662666,1.258773421,0.357122411,-0.476501073,-0.96369269,0.764956048,3,other
If You Think It's Love,-0.110165518,-0.560274896,-0.568870644,0.404561107,0.589555632,0.945208951,-0.741760752,-0.599753471,0.254362196,0.59405063,0,pop
Images,-0.753702447,-0.834697244,-1.571656242,-1.266009195,-0.311362907,1.393847346,1.573120106,-0.231481245,-0.983530718,-0.236332622,3,rock
In This Moment,-0.833585382,-0.273655999,-0.925926047,-1.008534327,-0.578128397,0.858375714,1.391218811,-0.49135076,-1.173975781,-0.093977114,3,other
Indigo,-0.227705269,-0.127297413,-0.076794291,0.541382335,8.395956272,0.175769984,-0.741756791,-0.335429051,1.13120301,-1.189226151,0,other
Infinite Sustain,-0.988015073,0.031257722,-0.946929306,-0.957739144,-0.601528878,0.928324711,1.518300538,-0.431952013,-1.168817894,0.196322091,3,other
Ingénue,-0.84141391,-1.468917782,-1.222972138,-1.416946899,-0.671730323,1.393847346,1.51331694,-0.552976959,-1.082720855,-1.248117056,3,other
Inside Of You,-0.352146906,-0.541980072,1.063382625,0.94858837,-0.42134517,-1.000813151,-0.741760752,-0.59084366,1.726343834,2.979812891,2,pop
Inside the Fire,0.331219654,-0.371228389,1.297418939,0.591212288,0.308749853,-1.00074079,-0.47015471,-0.56856913,1.091526955,-0.880693691,2,rock
Inside*,-1.665853735,-1.572588447,-1.580627634,-2.702511434,-0.185000307,1.386611243,1.473448164,-0.548522053,-0.927984241,0.501236558,3,other
Intermezzo No. 1 in E Minor,-0.5883927,-1.304264373,-1.292882986,-1.698552495,-0.299662666,1.398671415,1.401186005,4.060078167,-1.305700284,-0.443597085,3,classical rock
Into Black,-0.041609983,1.104554018,0.454288115,0.368244361,-0.734911623,0.115469124,1.348858236,-0.328004208,1.278004414,-0.164259325,0,other
Isonoe,-0.827530256,-0.968859281,-1.231973535,-1.162126411,-0.390924544,1.369727002,1.54820212,-0.409677484,-0.539158902,1.038275759,3,classical rock
It Takes Me Back,-1.096655866,-0.224869803,-1.255977259,-0.033532261,-0.505586904,1.174352217,-0.74149413,1.357435216,-0.816891287,-1.125785888,0,pop
It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),0.602821635,0.915507511,1.081385419,0.890071355,5.073087894,-0.997322937,-0.707872292,-0.896004718,2.043752274,-0.491705652,2,hip hop
It's My Fault,-0.237339151,0.750854102,-0.883919529,0.145638395,-0.428365315,0.964505226,-0.741716398,0.488728552,-1.37553014,0.403407445,0,jazz
Jealous,1.227825723,-0.541980072,-1.123956774,0.287406422,-0.262221896,1.10440322,-0.741760752,-0.4468017,-1.156121557,0.35619442,0,other
"John Wayne Gacy, Jr.",-0.174487258,-0.371228389,-1.0519456,-0.424932669,-0.397944689,1.210532733,-0.741717644,-0.350278737,-0.801020865,-1.355546389,0,rock
Juliens Journey,0.133749037,0.330073168,-1.542821767,-1.543874528,0.970983481,1.39625938,1.612988883,-0.648014953,-0.55899693,0.192166772,3,jazz
Jupiter 4,1.649399927,-0.298049096,-0.094797084,0.087000726,-0.629609456,-0.960780616,0.484204137,-0.224056402,-1.292210425,-1.064136711,0,rock
Just Can't Get Enough - Live in Hammersmith,1.991075219,0.787443748,1.336424992,0.272566024,-0.381564352,-0.981524112,0.504138525,3.792783809,2.087395934,0.298413989,1,rock
Just Look at You,-0.374753777,0.20810768,-0.841913011,-0.408403121,-0.629609456,1.374551071,1.563152912,-0.476501073,-1.086688461,-0.845301834,3,other
Just the Two of Us (feat. Bill Withers),0.419618111,1.702184909,-0.12480174,0.24457438,0.540414621,0.388029009,-0.59001022,-0.674744389,0.948693158,-0.817360893,1,jazz
K.,0.92917538,-1.072529946,-0.910923719,0.049718751,-0.435385459,1.31907428,-0.729725365,-0.238906088,-0.84069692,0.381950236,0,other
Kangaroo (Remastered),-0.027934024,-2.036057302,-1.087951187,0.003870368,-0.657690034,0.85113961,-0.333105789,-0.305729678,-1.332283241,1.82861033,0,pop
Kaolnite,-0.481733004,-1.688455661,-0.895921391,-1.002501645,-0.571108252,0.498982591,1.426103991,-0.589358691,-1.334663804,1.985437812,3,other
Keep Going,-0.164789469,-0.846893793,-0.673886939,-0.086137248,-0.248181607,1.39625938,1.622956077,-0.431952013,-0.844664525,-1.596375801,3,rock
Kids In The Dark,-0.035602786,-0.328540468,-0.010784048,0.04139365,-0.620249263,0.262603222,-0.727881435,-0.605693346,-0.507418058,0.73038809,0,rock
Killing In The Name,1.641299797,-0.352933566,0.910358881,0.858460101,5.77510234,-0.937142679,-0.741760752,-0.998467555,1.095494561,-1.067611417,2,rock
Kinky Living,1.184800774,0.012962899,-0.109799412,0.193296583,-0.337103437,0.708829582,0.768269172,-0.503972993,0.750312883,1.271045284,0,pop
Kinky Love,0.533595083,-0.901778262,-0.757899975,-0.839860538,-0.503246856,-0.680502221,-0.741760752,-0.763842508,-0.301102573,2.15738206,0,pop
Kiss,0.246016515,2.281520978,-0.775902768,-0.109544054,0.790799773,-0.96874033,-0.73832207,-0.898974655,1.416870606,-0.254458412,1,other
Kiss On My List - Remastered,0.804558,1.720479733,0.952365399,0.827693423,-0.592168686,-0.668442049,-0.737848629,-0.743795431,2.321484658,0.112105232,1,rock
Kiss You All Over - Single Edit,0.471973387,1.049669548,0.883354691,0.682909054,-0.07969814,-0.861887207,-0.741739423,-0.068134693,1.119300194,0.266317729,2,other
Kite,-1.599694687,0.061749094,-1.532020091,-1.778545858,-0.372204159,1.345606658,1.490890753,-0.439376857,-0.904178608,-0.095696556,3,other
Klangfall - Piano Version,2.271320533,-0.792009323,-1.346891366,-1.768410952,-0.594508734,1.393847346,1.610497084,-0.525505039,-1.370769014,0.226233226,3,classical rock
La Luz,1.474296532,0.214205954,-0.265823622,-0.305485566,-0.407304882,-0.889625602,1.159481546,-0.387402954,0.016305867,-0.880299652,3,hip hop
Last Time,-0.133587195,0.634986888,0.172244351,0.740219533,-0.306682811,-0.733566978,-0.741760752,-0.08298438,0.059949527,0.767356103,0,deep-house
Late in the Evening,0.509086998,1.196028134,1.051380763,0.282580276,-0.388584496,-0.521307952,-0.680462508,-0.599010987,2.285776209,0.001237013,1,rock
Laugavegur,-0.352226789,-0.05411812,-0.364838985,-0.163838192,-0.437725507,0.301195772,1.174432337,-0.561144286,-0.305070178,-0.128473429,3,other
Lay Your Head On Me (feat. Marcus Mumford),-0.174886672,0.81793512,0.706327223,0.522198406,-0.241161463,-0.887695975,-0.741735336,-0.5462946,-0.646284251,0.049632155,1,accoustic
Let It Go,0.793901617,0.134928387,-0.655884145,0.112699951,-0.664710178,0.971741329,-0.741719638,-0.4468017,-0.551061719,1.034371191,0,accoustic
Let It Out,0.037250451,0.439842107,-0.004783117,-0.138862889,-0.66237013,-0.082317695,1.398694207,0.280832941,-0.931951846,-0.055432945,0,hip hop
Let's Go Crazy,1.104917838,-1.310362648,1.201404041,0.594952551,1.586416145,-0.954991734,-0.736278796,-0.454226543,-0.035273005,2.766387093,1,rock
Lift Me Up (feat. Carla Monroe),-0.538753444,0.336171442,0.763336068,0.801632236,0.203447687,-0.898550129,-0.683203486,1.112415387,0.702701617,0.234042361,2,dance
Light Year,0.369994831,-1.359148843,-1.021940945,-0.57213011,-0.517287145,1.386611243,1.483415358,-0.454226543,-1.376720422,0.763200784,3,pop
Light Years,0.040445769,0.122731838,-0.640881818,-0.040530172,-0.620249263,1.290129868,1.002498237,-0.515110258,-0.84069692,0.229278072,0,rock
Lights Go Down,-0.883847725,1.324091896,0.847349104,0.720794297,-0.426025267,-0.995176227,-0.482613703,0.993617895,-0.947822268,0.229349716,2,deep-house
Like The First Time - House Mix,-0.029419847,1.531433226,1.039378901,0.211153321,-0.442405604,-0.989700909,-0.60820035,3.666561474,1.635088908,0.193098137,2,other
Like The Way I Do,1.820029877,0.409350735,1.204404507,0.783051576,-0.035237225,-0.949926462,-0.741760752,-0.335429051,1.143105827,-0.610311362,1,pop
Like We Do,-0.780447254,0.549611046,1.291418008,0.753974048,-0.250521655,-0.971152364,0.970104855,1.476232708,-1.371562535,0.337817879,2,other
Limitless,-0.721445717,-1.743340131,-1.015940014,-1.07525579,-0.517287145,-0.026840904,1.470956365,-0.4468017,-1.38227507,0.77709961,3,other
Linger,0.82333049,0.09833874,0.133238299,0.521715791,-0.795752875,-0.971875975,-0.740121149,0.43675465,-0.634381434,-0.845874981,0,other
Listen to the Music,0.262408493,0.738657553,0.205249473,-0.223199783,-0.554727915,-0.468243196,-0.741751956,-0.70592873,2.095331145,-0.453483879,1,blues
Listening,-0.712802384,-0.298049096,1.132393333,0.75602516,0.863341266,-1.001010938,-0.741760752,-0.988815259,0.091690371,-0.93173964,2,r&b
Litost,-0.932799988,-0.859090342,-1.285981915,-0.841670342,-0.339443485,1.381787174,1.54820212,-0.483925916,-0.566932141,0.0401394,3,pop
Little Lion Man,0.577690464,-0.05411812,-0.100798015,0.399614307,-0.695130804,-0.942449155,-0.741742712,-0.576736457,0.226588958,0.717205697,1,folk
Little Talks,0.890831571,-0.407818035,0.682323498,0.742391299,-0.589828637,-0.951614886,-0.741760752,-0.157232812,0.12739882,-0.559802739,1,folk
Little Things,0.853973584,-0.956662732,1.156397058,0.709090894,0.257268794,-1.000750438,-0.741760752,0.124911232,-0.674057489,-0.213012684,2,club
Living,1.102137912,-0.389523212,0.181245748,0.235887318,-0.5734483,-0.663617981,0.730892194,-0.409677484,-0.685960306,-0.020793343,0,other
"Lola - Live at Providence Civic Center, Providence, RI - September 1979",1.222074151,-0.218771529,0.742332809,-0.160218583,0.753359003,-0.632261534,-0.664016638,4.884235771,0.381325572,-1.330829404,1,rock
London Thunder,0.696332599,-0.212673254,-0.517862729,0.191245471,-0.732571575,0.544811244,0.088008167,-0.619058064,-1.373149577,-0.952122198,0,pop
Lonely Boy,0.863559537,0.391055912,0.205249473,-0.236230376,-0.645989793,-0.908198267,-0.741615481,-0.4468017,1.908853687,0.183963599,1,blues
Long Way Down,-0.975665171,-0.956662732,-1.225972603,-0.29535066,-0.554727915,1.343194624,-0.661524839,-0.594556081,-1.159692402,0.489164639,0,accoustic
Lorelei,0.203406957,-0.834697244,0.418282528,0.017262922,-0.414325026,-1.000921693,0.312270037,-0.008735947,0.115496004,-0.98844542,0,rock
Los Feliz,-0.701602796,0.311778345,-0.46985528,-0.037634485,-0.685770612,-0.526132021,1.495874351,-0.682169232,-1.039077195,-1.562309347,3,pop
Losing You,-0.079602307,-0.859090342,-0.250821294,0.3181731,-0.444745652,0.518278866,-0.741760752,-0.538869757,-0.6819927,-1.475477502,0,other
Lost,-0.787988203,-0.822500695,-1.28898238,-1.343348178,-0.500906808,1.343194624,1.585579099,-0.40225264,-1.258882539,0.546300279,3,accoustic
Lost Moon,2.321135532,-0.462702505,0.184246214,0.246022223,-0.5734483,-0.210155517,1.022432625,-0.417102327,-0.324908206,0.963372546,0,metal
Love Is A Losing Game,-0.905575884,-0.267557724,0.094232247,0.658295712,-0.706831045,-0.236687895,-0.725788324,0.124911232,0.619381902,1.655054104,0,british
Lovely Day,0.706557615,1.031374725,0.106234109,-0.15116956,-0.531327434,-0.533368124,-0.741324688,-0.642817562,1.218490331,-0.739771052,1,other
Lunar Eclipse,-0.868622038,0.659379986,-0.181810586,0.098583475,-0.620249263,-0.461007093,1.386235214,-0.571539067,-0.273329334,0.337137266,3,other
"Ma mère l'oye, M.60 - For Piano Duet, M.60: 1. Pavane de la Belle au bois dormant",-2.044387013,-0.041921571,-1.545522186,-3.702609457,0.100485568,1.398671415,1.460989171,-0.707413699,0.651122746,-2.022725893,3,other
Machinehead,0.727231319,-2.279988278,1.036378435,0.48986323,0.942902903,-1.001200524,-0.7391942,-0.530702429,-0.908146213,1.834700022,2,rock
Mad About You,0.205963211,-0.35903184,0.943364002,0.841930552,-0.451765796,-0.998673676,0.252466871,-0.599010987,-0.912113819,1.85447361,1,electro
Make Believe,-0.260585086,0.384957637,1.057381694,0.662639243,-0.339443485,-0.928941763,-0.45271212,0.206584508,-1.268008032,0.336062615,2,other
Malibu,-0.965567968,-0.541980072,-1.12695724,-1.221126041,-0.479846374,1.355254796,1.37626802,-0.70073134,-1.210080991,1.057153804,3,other
Marbles,0.943011104,-0.20657498,-0.025786376,0.208619595,-0.648329841,-0.776018783,1.406169603,0.733748381,-0.939887057,-0.387249522,0,other
Me and Julio Down by the Schoolyard,-0.735377301,0.622790339,0.859350966,0.088931184,1.703418553,-0.429650646,-0.741756267,-0.46907623,1.639056514,-0.474941088,1,rock
Melancholé,-0.977678221,-0.944466183,-1.504115762,-1.741022576,-0.404964833,1.401083449,1.603021688,-0.49135076,-1.054947617,-1.260833766,3,other
Mercy - Live,1.842173427,-1.90799354,-1.337589923,-1.152474119,-0.407304882,1.208120699,0.279876655,-0.483925916,-1.366801408,-1.015168422,3,metal
Message In A Bottle - Remastered 2003,1.269157154,0.323974893,0.835347242,0.517613567,-0.426025267,-0.919776032,-0.741727612,0.399630433,1.920756504,1.161323361,1,rock
Midnight Sun,-1.051298335,0.549611046,1.35142732,0.931455553,3.318051779,-0.862852021,-0.741698208,-0.602723409,-0.816891287,0.303536494,2,other
Mil Sonidos,-0.301021828,-1.847010796,-1.039943738,-0.755282336,-0.491546615,1.309426143,1.304005862,-0.483925916,-1.300939157,-0.045402864,3,other
Mind-wanders,-0.053384727,-1.292067824,-1.533520324,-1.722562569,-0.316043004,1.311838177,1.503349746,-0.417102327,-0.943854663,2.091398455,3,other
Mindfulness,-0.052521992,1.02527645,-1.569735944,-2.782022183,-0.044597418,1.391435312,1.368792624,-0.905657014,-0.892275791,-0.451406219,3,other
Minus,2.103342696,-1.706750484,-0.826910683,-0.197379904,-0.645989793,0.207126431,-0.627636379,-0.461651387,-1.166437331,-1.34472823,0,other
